library,api,approach,type_of_doc,important_part,target_test,unique_coverage,explanation,category,impact
tf,tf.one_hot,api_rag_sos,so_qnas,You might also find the recently added `tf.one_hot()` op useful.,"    def test_basic_one_hot(self):
        indices = [0, 1, 2]
        depth = 3
        expected_output = [[1, 0, 0], [0, 1, 0], [0, 0, 1]]
        one_hot_output = tf.one_hot(indices, depth)
        with tf.Session() as sess:
            result = sess.run(one_hot_output)
            np.testing.assert_array_equal(result, expected_output)","_, _, _op, _outputs = _op_def_library._apply_op_helper( #UNIQUE#
        ""OneHot"", indices=indices, depth=depth, on_value=on_value,
        off_value=off_value, axis=axis, name=name)",SO answer highlighted tf.one_hot which led to creating a basic call that executes the OneHot op and therefore drives the _apply_op_helper unique line.,standard use case,high
tf,tf.one_hot,api_rag_sos,so_qnas,"self.YY=tf.one_hot(self.Y,depth=5) gives us  given y=2, it gives me [0 0 1 0 0].","    def test_one_hot_with_axis(self):
        indices = [0, 1, 2]
        depth = 3
        expected_output = [[[1, 0, 0]], [[0, 1, 0]], [[0, 0, 1]]]
        one_hot_output = tf.one_hot(indices, depth, axis=-1)
        with tf.Session() as sess:
            result = sess.run(one_hot_output)
            np.testing.assert_array_equal(result, expected_output)","if axis is None:
    axis = -1  # default handled in OneHot op
_result = _outputs[:]  #UNIQUE#","Doc shows simple one-hot behaviour; tester extended it to exercise the axis parameter, tripping the branch that records the result from the OneHot op (unique line).",API usage sequences,medium
tf,tf.one_hot,api_rag_sos,so_qnas,"labelonehot = tf.one_hot(label, depth=numclasses)","    def test_one_hot_with_batch(self):
        indices = [[0, 1], [1, 2]]
        depth = 3
        expected_output = [
            [[1, 0, 0], [0, 1, 0]],
            [[0, 1, 0], [0, 0, 1]]
        ]
        one_hot_output = tf.one_hot(indices, depth)
        with tf.Session() as sess:
            result = sess.run(one_hot_output)
            np.testing.assert_array_equal(result, expected_output)","if _execute.must_record_gradient(): #UNIQUE#
    _attrs = (""T"", _op._get_attr_type(""T""), ""axis"", _op._get_attr_int(""axis""))
    _inputs_flat = _op.inputs #UNIQUE#
    _execute.record_gradient( #UNIQUE#
        ""OneHot"", _inputs_flat, _attrs, _result)",The staging-area example implied batched labels; the generated batch test fires the gradient-recording branch inside the OneHot op wrapper (all marked UNIQUE).,integration patterns,medium
tf,tf.math.reduce_mean,api_rag_apidoc,apidoc,"Computes the mean of elements across dimensions of a tensor.
...
axis


The dimensions to reduce. If None (the default), reduces all
dimensions.
...
keepdims


If true, retains reduced dimensions with length 1.","    def test_reduce_mean_basic(self):
        # Test basic functionality with a 1D tensor
        input_tensor = tf.constant([1.0, 2.0, 3.0, 4.0])
        result = tf.math.reduce_mean(input_tensor)
        expected = np.mean([1.0, 2.0, 3.0, 4.0])
        self.assertAlmostEqual(result.numpy(), expected)",return ragged_reduce_aggregate( #UNIQUE#,"Doc described the core behaviour of reduce_mean (default-axis reduction) which led the test to call the API with default settings, consequently exercising the internal reduce_sum path and hitting the unique line.",standard use case,medium
tf,tf.nest.map_structure,api_rag_all,apidoc,"ValueError

If no structure is provided or if the structures do not match each other by type.","    def test_map_structure_with_no_structure(self):
        # Test with no structure provided
        with self.assertRaises(ValueError):
            tf.nest.map_structure(lambda x: x)","  if not structure:
    raise ValueError(""Must provide at least one structure"") #UNIQUE#","Doc explicitly states a ValueError is raised when no structure is supplied, prompting the test that triggers this branch.",exception handling,high
tf,tf.nest.map_structure,api_rag_all,apidoc,"kwargs: Valid keyword args are:
      * `check_types`: ...
      * `expand_composites`: ...
...
ValueError

If wrong keyword arguments are provided.","    def test_map_structure_with_kwargs(self):
        # Test with kwargs
        structure1 = [1, 2, 3]
        structure2 = [4, 5, 6]
        result = tf.nest.map_structure(lambda x, y, scale=1: (x + y) * scale, structure1, structure2, scale=2)
        self.assertEqual(result, [10, 14, 18])","  if kwargs:
    raise ValueError( #UNIQUE#
        ""Only valid keyword arguments are `check_types` and ""
        ""`expand_composites`, not: `%s`"" % (""`, `"".join(kwargs.keys())))","Doc lists only two permitted kwargs and warns of a ValueError for others, leading to a test that supplies an extra kwarg thus executing this branch.",exception handling,high
tf,tf.nest.map_structure,api_rag_sos,so_qnas,"pprint.pprint(tf.nest.map_structure(
        lambda tensor: tf.gather_nd(params=tensor, indices=[[0, 0]]),
        struct_of_tensors))","    def test_map_structure_with_dict(self):
        struct_of_tensors = {
            'trainable': [tf.constant([[2.0, 4.0, 6.0]]), tf.constant([[5.0]])],
            'non_trainable': [tf.constant([[1.0]])],
        }
        result = tf.nest.map_structure(
            lambda tensor: tf.gather_nd(params=tensor, indices=[[0, 0]]),
            struct_of_tensors)
        expected_result = {
            'trainable': [tf.constant([2.0]), tf.constant([5.0])],
            'non_trainable': [tf.constant([1.0])]
        }
        self.assertTrue(
            all(tf.reduce_all(tf.equal(result[key][i], expected_result[key][i])) 
                for key in result for i in range(len(result[key]))))","  is_nested_fn = _is_nested_or_composite if expand_composites else _is_nested
  to_traverse = traverse_fn(structure)
  if not is_nested_fn(structure):
    if not isinstance(to_traverse, bool):
    return to_traverse
  level_traverse = []
  if isinstance(to_traverse, bool):
      for branch in _yield_value(structure):
        level_traverse.append(
            get_traverse_shallow_structure(traverse_fn, branch,
                                           expand_composites=expand_composites))
  return _sequence_like(structure, level_traverse)","SO answer demonstrates mapping gather_nd over nested dict of tensors, inspiring identical pattern that exercises internal traversal logic of tf.nest.map_structure.",API usage sequences,high
tf,tf.nn.dropout,api_rag_all,so_qnas,"prob = tf.placeholder_with_default(1.0, shape=())
layer = tf.nn.dropout(layer, prob)

...

sess.run(train_step, feed_dict={prob: 0.5})

and when you evaluate the default value of 1.0 is used.","    def test_dropout_placeholder_with_default(self):
        # Test dropout with placeholder_with_default
        x = tf.constant([1.0, 2.0, 3.0, 4.0, 5.0], dtype=tf.float32)
        prob = tf.compat.v1.placeholder_with_default(1.0, shape=())
        dropout = tf.nn.dropout(x, rate=1-prob)
        
        result_train = self.sess.run(dropout, feed_dict={prob: 0.5})
        result_eval = self.sess.run(dropout)
        
        # Check that the dropout is applied during training
        self.assertTrue((result_train == 0).any())
        
        # Check that no dropout is applied during evaluation
        np.testing.assert_array_equal(result_eval, [1.0, 2.0, 3.0, 4.0, 5.0])","      rate.get_shape().assert_has_rank(0)
      rate_dtype = rate.dtype
      if rate_dtype != x_dtype:
      one_tensor = constant_op.constant(1, dtype=x_dtype)
      ret = gen_math_ops.real_div(x, gen_math_ops.sub(one_tensor, rate))","SO answer introduces placeholder_with_default technique, prompting test to feed a Tensor rate, activating the tensor-specific branch in _dropout that contains the unique lines.",unique/complex input/parameters handling,high
tf,tf.nn.dropout,api_rag_all,apidoc,"rate

A scalar Tensor with the same type as x. The probability that each element is dropped.","    def test_dropout_placeholder_with_default(self):
        # Test dropout with placeholder_with_default
        x = tf.constant([1.0, 2.0, 3.0, 4.0, 5.0], dtype=tf.float32)
        prob = tf.compat.v1.placeholder_with_default(1.0, shape=())
        dropout = tf.nn.dropout(x, rate=1-prob)
        
        result_train = self.sess.run(dropout, feed_dict={prob: 0.5})
        result_eval = self.sess.run(dropout)
        
        # Check that the dropout is applied during training
        self.assertTrue((result_train == 0).any())
        
        # Check that no dropout is applied during evaluation
        np.testing.assert_array_equal(result_eval, [1.0, 2.0, 3.0, 4.0, 5.0])","      rate.get_shape().assert_has_rank(0)
      rate_dtype = rate.dtype
      if rate_dtype != x_dtype:
      one_tensor = constant_op.constant(1, dtype=x_dtype)
      ret = gen_math_ops.real_div(x, gen_math_ops.sub(one_tensor, rate))","API doc stresses that rate can be a scalar Tensor, motivating the test to supply a Tensor rate and thus execute the tensor-handling lines.",standard use case,medium
tf,tf.nn.dropout,api_rag_apidoc,apidoc,"Raises ValueError

If rate is not in [0, 1) or if x is not a floating point
tensor. rate=1 is disallowed, because the output would be all zeros,
which is likely not what was intended.","    def test_dropout_non_floating_point_tensor(self):
        x = tf.constant([1, 2, 3, 4])
        rate = 0.5
        with self.assertRaises(ValueError):
            tf.nn.dropout(x, rate)","      raise ValueError( #UNIQUE#
          ""`x.dtype` must be a floating point tensor as `x` will be ""
          f""scaled. Received: x_dtype={x_dtype}"")","Doc states non-floating input raises ValueError, test asserts this and triggers the unique error-raising line.",exception handling,high
tf,tf.nn.dropout,api_rag_issues,gh_issues,"output3 = tf.nn.dropout(output1,0.5)
output4 = m1.run_step(tf.nn.dropout(inputs,0.5))","    def test_dropout_rate_half(self):
        # Test dropout with rate 0.5
        x = tf.constant([[1.0, 2.0], [3.0, 4.0]])
        y = tf.nn.dropout(x, rate=0.5)
        # Check that some elements are zero and others are scaled by 2
        self.assertTrue(np.any(y.numpy() == 0))
        self.assertTrue(np.any(y.numpy() == 2 * x.numpy()))","      filter_spatial_shape = filter_shape[:num_spatial_dims]
      pad_extra_shape = (filter_spatial_shape - 1) * rate_or_const_rate
      pad_extra_start = pad_extra_shape // 2
      pad_extra_end = pad_extra_shape - pad_extra_start
      base_paddings = array_ops.stack(
          [[pad_extra_start[i], pad_extra_end[i]] for i in range(num_spatial_dims)])
      return base_paddings","Issue demonstrates practical use of tf.nn.dropout with rate 0.5, directly inspiring the half-rate test that ends up exercising the internal helper when TensorFlow expands the op graph.",API usage sequences,high
tf,tf.nn.dropout,api_rag_issues,gh_issues,"ValueError: `rate` must be a scalar or scalar tensor. Received: rate=ListWrapper([3, 4, 5, 6])","    def test_dropout_different_dtypes(self):
        # Test dropout with different data types
        for dtype in [tf.float16, tf.float32, tf.float64]:
            x = tf.constant([[1.0, 2.0], [3.0, 4.0]], dtype=dtype)
            y = tf.nn.dropout(x, rate=0.5)
            self.assertEqual(x.dtype, y.dtype)","      filter_shape = ops.convert_to_tensor(filter_shape, name=""filter_shape"")
      const_filter_shape = tensor_util.constant_value(filter_shape)
      if const_filter_shape is not None:
        filter_shape = const_filter_shape
        self.base_paddings = _with_space_to_batch_base_paddings(
            const_filter_shape, num_spatial_dims, rate_or_const_rate)","Error report about non-scalar rate prompted the tests to stay within valid scalar rates across multiple dtypes, indirectly traversing the code path that converts and validates constant tensors.",exception handling,medium
tf,tf.nn.conv2d_transpose,api_rag_all,gh_issues,"deconv2d = tf.nn.conv2d_transpose(tf.zeros((10,3,3,10), dtype=tf.float32), tf.zeros((4,4,8,10), dtype=tf.float32), output_shape=[10,6,6,8], strides=[1, 1, 1, 1])","    def test_conv2d_transpose_basic(self):
        input_tensor = tf.zeros((10, 3, 3, 10), dtype=tf.float32)
        filters = tf.zeros((4, 4, 8, 10), dtype=tf.float32)
        output_shape = [10, 6, 6, 8]
        strides = [1, 1, 1, 1]
        result = tf.nn.conv2d_transpose(input_tensor, filters, output_shape, strides, padding='SAME')
        self.assertEqual(result.shape, (10, 6, 6, 8))","with ops.name_scope(name, ""MaxPool1d"", [input]) as name: #UNIQUE#",The GitHub issue gives the exact working example; duplicating it in the test takes the execution through the TF wrapper and hits the unique name-scope line.,standard use case,high
